*TIPO CURSO;IES;*IES_ID;CAMPUS;*CAMPUS_ID;*NOME DO CURSO;*TURNO;*QTDE DE MENSALIDADE DO CURSO;MENSALIDADE;*VALOR DO CURSO;*ID_CLASSIFICAÇÃO;CLASSIFICAÇÃO;*ID_ENFASE;ENFASE;*DESCRIÇÃO CURTA;*Ativo;*ID AREA DE CONHECIMENTO;ID PRODUTO PRVALER;ID_CURSO_IES;MATRICULA;"";"erro";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;GEOGRAFIA - BACHARELADO;EAD - Ensino à Distância;36;366,5;13194;80;GEOGRAFIA - BACHARELADO;150;GEOGRAFIA;GRA-GEO-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;GEOGRAFIA - LICENCIATURA;EAD - Ensino à Distância;48;366,5;17592;80;GEOGRAFIA - LICENCIATURA;150;GEOGRAFIA;GRA-GEO-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;GEOGRAFIA - SEGUNDA LICENCIATURA;EAD - Ensino à Distância;18;366,5;6597;80;GEOGRAFIA - SEGUNDA LICENCIATURA;150;GEOGRAFIA;GRA-GEO-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;GERONTOLOGIA - BEM ESTAR E EDUCAÇÃO;EAD - Ensino à Distância;24;377,5;9060;292;GERONTOLOGIA - BEM ESTAR E EDUCAÇÃO;630;GERONTOLOGIA;GRA-GER-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;GESTÃO AMBIENTAL;EAD - Ensino à Distância;24;377,5;9060;82;GESTÃO AMBIENTAL;153;GESTÃO AMBIENTAL;GRA-GES-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;GESTÃO COMERCIAL;EAD - Ensino à Distância;24;377,5;9060;84;GESTÃO COMERCIAL;155;GESTÃO COMERCIAL;GRA-GES-POL-EAD;1;8;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;GESTÃO DA PRODUÇÃO INDUSTRIAL;EAD - Ensino à Distância;36;377,5;13590;120;GESTÃO DA PRODUÇÃO INDUSTRIAL;218;GESTÃO INDUSTRIAL;GRA-GES-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;GESTÃO DA QUALIDADE;EAD - Ensino à Distância;24;377,5;9060;99;GESTÃO DA QUALIDADE;182;GESTÃO DE QUALIDADE;GRA-GES-POL-EAD;1;1;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;EAD - Ensino à Distância;30;377,5;11325;218;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;536;TECNOLOGIA DA INFORMAÇÃO;GRA-GES-POL-EAD;1;1;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;GESTÃO DE MÍDIAS DIGITAIS;EAD - Ensino à Distância;24;377,5;9060;180;GESTÃO DE MÍDIAS DIGITAIS;362;PRODUÇÃO MULTIMÍDIA;GRA-GES-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;GESTÃO DE MÍDIAS SOCIAIS;EAD - Ensino à Distância;30;377,5;11325;180;GESTÃO DE MÍDIAS SOCIAIS;362;PRODUÇÃO MULTIMÍDIA;GRA-GES-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;GESTÃO DE RECURSOS HUMANOS;EAD - Ensino à Distância;24;377,5;9060;195;GESTÃO DE RECURSOS HUMANOS;389;RECURSOS HUMANOS;GRA-GES-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;GESTÃO DE SEGURANÇA PRIVADA;EAD - Ensino à Distância;24;377,5;9060;205;GESTÃO DE SEGURANÇA PRIVADA;404;SEGURANÇA PRIVADA;GRA-GES-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;GESTÃO DE TURISMO;EAD - Ensino à Distância;24;377,5;9060;107;GESTÃO DE TURISMO;195;GESTÃO DE TURISMO;GRA-GES-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;GESTÃO DESPORTIVA E DE LAZER;EAD - Ensino à Distância;24;377,5;9060;109;GESTÃO DESPORTIVA E DE LAZER;198;GESTÃO DESPORTIVA E DE LAZER;GRA-GES-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;GESTÃO E EMPREENDEDORISMO;EAD - Ensino à Distância;48;366,5;17592;115;GESTÃO E EMPREENDEDORISMO;211;GESTÃO EMPREENDEDORA;GRA-GES-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;GESTÃO EM E-COMMERCE;EAD - Ensino à Distância;24;377,5;9060;243;GESTÃO EM E-COMMERCE;528;SISTEMA DA INFORMAÇÃO;GRA-GES-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;GESTÃO FINANCEIRA;EAD - Ensino à Distância;24;377,5;9060;364;GESTÃO FINANCEIRA;699;GESTÃO FINANCEIRA, AUDITORIA E CONTROLADORIA;GRA-GES-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;GESTÃO HOSPITALAR;EAD - Ensino à Distância;36;377,5;13590;118;GESTÃO HOSPITALAR;216;GESTÃO HOSPITALAR;GRA-GES-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;GESTÃO PÚBLICA;EAD - Ensino à Distância;24;377,5;9060;123;GESTÃO PÚBLICA;223;GESTÃO PÚBLICA;GRA-GES-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;HISTÓRIA - BACHARELADO;EAD - Ensino à Distância;36;366,5;13194;127;HISTÓRIA - BACHARELADO;246;HISTÓRIA;GRA-HIS-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;HISTÓRIA - FORMAÇÃO PEDAGÓGICA;EAD - Ensino à Distância;18;366,5;6597;127;HISTÓRIA - FORMAÇÃO PEDAGÓGICA;246;HISTÓRIA;GRA-HIS-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;HISTÓRIA - LICENCIATURA;EAD - Ensino à Distância;48;366,5;17592;127;HISTÓRIA - LICENCIATURA;246;HISTÓRIA;GRA-HIS-POL-EAD;1;6;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;HISTÓRIA - SEGUNDA LICENCIATURA;EAD - Ensino à Distância;18;366,5;6597;127;HISTÓRIA - SEGUNDA LICENCIATURA;246;HISTÓRIA;GRA-HIS-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;INVESTIGAÇÃO FORENSE E PERÍCIA CRIMINAL;EAD - Ensino à Distância;30;377,5;11325;293;INVESTIGAÇÃO FORENSE E PERÍCIA CRIMINAL;631;TOXICOLOGIA FORENSE;GRA-INV-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;JOGOS DIGITAIS;EAD - Ensino à Distância;30;377,5;11325;131;JOGOS DIGITAIS;258;JOGOS DIGITAIS;GRA-JOG-POL-EAD;1;1;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;JORNALISMO;EAD - Ensino à Distância;48;377,5;18120;132;JORNALISMO;259;JORNALISMO;GRA-JOR-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;LETRAS - ESPANHOL;EAD - Ensino à Distância;48;366,5;17592;133;LETRAS - ESPANHOL;260;LETRAS;GRA-LET-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;LETRAS - ESPANHOL - FORMAÇÃO PEDAGÓGICA;EAD - Ensino à Distância;18;366,5;6597;133;LETRAS - ESPANHOL - FORMAÇÃO PEDAGÓGICA;260;LETRAS;GRA-LET-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;LETRAS - ESPANHOL - SEGUNDA LICENCIATURA;EAD - Ensino à Distância;18;366,5;6597;133;LETRAS - ESPANHOL - SEGUNDA LICENCIATURA;260;LETRAS;GRA-LET-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;LETRAS - INGLÊS;EAD - Ensino à Distância;48;366,5;17592;133;LETRAS - INGLÊS;260;LETRAS;GRA-LET-POL-EAD;1;8;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;LETRAS - INGLÊS - FORMAÇÃO PEDAGÓGICA;EAD - Ensino à Distância;18;366,5;6597;133;LETRAS - INGLÊS - FORMAÇÃO PEDAGÓGICA;260;LETRAS;GRA-LET-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;LETRAS - INGLÊS - SEGUNDA LICENCIATURA;EAD - Ensino à Distância;18;366,5;6597;133;LETRAS - INGLÊS - SEGUNDA LICENCIATURA;260;LETRAS;GRA-LET-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;LETRAS - LIBRAS - LÍNGUA PORTUGUESA;EAD - Ensino à Distância;54;366,5;19791;133;LETRAS - LIBRAS - LÍNGUA PORTUGUESA;260;LETRAS;GRA-LET-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;LETRAS - LÍNGUA PORTUGUESA - FORMAÇÃO PEDAGÓGICA;EAD - Ensino à Distância;18;366,5;6597;133;LETRAS - LÍNGUA PORTUGUESA - FORMAÇÃO PEDAGÓGICA;260;LETRAS;GRA-LET-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;LETRAS - LÍNGUA PORTUGUESA - BACHARELADO;EAD - Ensino à Distância;36;366,5;13194;133;LETRAS - LÍNGUA PORTUGUESA - BACHARELADO;260;LETRAS;GRA-LET-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;LETRAS - LÍNGUA PORTUGUESA - LICENCIATURA;EAD - Ensino à Distância;48;366,5;17592;133;LETRAS - LÍNGUA PORTUGUESA - LICENCIATURA;260;LETRAS;GRA-LET-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;LETRAS - LÍNGUA PORTUGUESA - SEGUNDA LICENCIATURA;EAD - Ensino à Distância;18;366,5;6597;133;LETRAS - LÍNGUA PORTUGUESA - SEGUNDA LICENCIATURA;260;LETRAS;GRA-LET-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;LOGÍSTICA;EAD - Ensino à Distância;24;377,5;9060;135;LOGÍSTICA;275;LOGÍSTICA;GRA-LOG-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;MARKETING;EAD - Ensino à Distância;24;377,5;9060;35;MARKETING;497;COMUNICAÇÃO DIGITAL;GRA-MAR-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;MARKETING DIGITAL;EAD - Ensino à Distância;24;377,5;9060;35;MARKETING DIGITAL;497;COMUNICAÇÃO DIGITAL;GRA-MAR-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;MATEMÁTICA;EAD - Ensino à Distância;48;366,5;17592;139;MATEMÁTICA;290;MATEMÁTICA;GRA-MAT-POL-EAD;1;1;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;MATEMÁTICA - BACHARELADO;EAD - Ensino à Distância;36;366,5;13194;139;MATEMÁTICA - BACHARELADO;290;MATEMÁTICA;GRA-MAT-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;MATEMÁTICA - FORMAÇÃO PEDAGÓGICA;EAD - Ensino à Distância;18;366,5;6597;139;MATEMÁTICA - FORMAÇÃO PEDAGÓGICA;290;MATEMÁTICA;GRA-MAT-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;MATEMÁTICA - SEGUNDA LICENCIATURA;EAD - Ensino à Distância;18;366,5;6597;139;MATEMÁTICA - SEGUNDA LICENCIATURA;290;MATEMÁTICA;GRA-MAT-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;MEDIAÇÃO;EAD - Ensino à Distância;30;377,5;11325;39;MEDIAÇÃO;56;COMUNICAÇÃO SOCIAL;GRA-MED-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;NEGÓCIOS IMOBILIÁRIOS;EAD - Ensino à Distância;24;330;7920;151;NEGÓCIOS IMOBILIÁRIOS;314;NEGÓCIOS IMOBILIÁRIOS;GRA-NEG-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;PEDAGOGIA;EAD - Ensino à Distância;48;366,5;17592;163;PEDAGOGIA;326;PEDAGOGIA;GRA-PED-POL-EAD;1;6;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;PEDAGOGIA - SEGUNDA LICENCIATURA;EAD - Ensino à Distância;18;366,5;6597;163;PEDAGOGIA - SEGUNDA LICENCIATURA;326;PEDAGOGIA;GRA-PED-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;PROCESSOS ESCOLARES;EAD - Ensino à Distância;24;377,5;9060;417;PROCESSOS ESCOLARES;745;GESTÃO DE PROCESSOS;GRA-PRO-POL-EAD;1;6;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;PROCESSOS GERENCIAIS;EAD - Ensino à Distância;24;377,5;9060;171;PROCESSOS GERENCIAIS;344;PROCESSOS GERENCIAIS;GRA-PRO-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;PRODUÇÃO DE CONTEÚDO DIGITAL;EAD - Ensino à Distância;24;377,5;9060;35;PRODUÇÃO DE CONTEÚDO DIGITAL;497;COMUNICAÇÃO DIGITAL;GRA-PRO-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;PSICOPEDAGOGIA;EAD - Ensino à Distância;48;377,5;18120;188;PSICOPEDAGOGIA;337;PSICOPEDAGOGIA;GRA-PSI-POL-EAD;1;6;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;PUBLICIDADE E PROPAGANDA;EAD - Ensino à Distância;48;377,5;18120;189;PUBLICIDADE E PROPAGANDA;380;PUBLICIDADE E PROPAGANDA;GRA-PUB-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;REDES DE COMPUTADORES;EAD - Ensino à Distância;30;377,5;11325;298;REDES DE COMPUTADORES;390;REDE DE COMPUTADORES;GRA-RED-POL-EAD;1;1;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;RELAÇÕES INTERNACIONAIS;EAD - Ensino à Distância;48;377,5;18120;197;RELAÇÕES INTERNACIONAIS;392;RELAÇÕES INTERNACIONAIS;GRA-REL-POL-EAD;1;6;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;SECRETARIADO EXECUTIVO;EAD - Ensino à Distância;42;377,5;15855;203;SECRETARIADO EXECUTIVO;399;SECRETARIADO;GRA-SEC-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;SEGURANÇA NO TRABALHO;EAD - Ensino à Distância;36;377,5;13590;204;SEGURANÇA NO TRABALHO;402;SEGURANÇA DO TRABALHO;GRA-SEG-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;SEGURANÇA PÚBLICA;EAD - Ensino à Distância;24;377,5;9060;206;SEGURANÇA PÚBLICA;405;SEGURANÇA PÚBLICA;GRA-SEG-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;SERVIÇO SOCIAL;EAD - Ensino à Distância;48;377,5;18120;207;SERVIÇO SOCIAL;407;SERVIÇO SOCIAL;GRA-SER-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;SERVIÇOS JURÍDICOS E NOTARIAIS;EAD - Ensino à Distância;24;377,5;9060;415;SERVIÇOS JURÍDICOS E NOTARIAIS;43;CIÊNCIAS JURÍDICAS;GRA-SER-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;SISTEMAS DE INFORMAÇÃO;EAD - Ensino à Distância;48;377,5;18120;243;SISTEMAS DE INFORMAÇÃO;528;SISTEMA DA INFORMAÇÃO;GRA-SIS-POL-EAD;1;1;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;SISTEMAS PARA INTERNET;EAD - Ensino à Distância;30;377,5;11325;243;SISTEMAS PARA INTERNET;528;SISTEMA DA INFORMAÇÃO;GRA-SIS-POL-EAD;1;1;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;SOCIOLOGIA - LICENCIATURA;EAD - Ensino à Distância;48;377,5;18120;207;SOCIOLOGIA - LICENCIATURA;407;SERVIÇO SOCIAL;GRA-SOC-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;TECNOLOGIAS EDUCACIONAIS;EAD - Ensino à Distância;24;377,5;9060;59;TECNOLOGIAS EDUCACIONAIS;91;EDUCAÇÃO ORGANIZACIONAL;GRA-TEC-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;TEOLOGIA - BACHARELADO;EAD - Ensino à Distância;36;366,5;13194;234;TEOLOGIA - BACHARELADO;482;TEOLOGIA;GRA-TEO-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;TURISMO - LICENCIATURA;EAD - Ensino à Distância;48;366,5;17592;238;TURISMO - LICENCIATURA;486;TURISMO;GRA-TUR-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;BIOMEDICINA;FLEX 8;48;849,83;40791,84;22;BIOMEDICINA;25;BIOMEDICINA;GRA-BIO-POL-FLE;1;4;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;ENGENHARIA CIVIL;FLEX 8;60;1049,83;62989,8;62;ENGENHARIA CIVIL;100;ENGENHARIA;GRA-ENG-POL-FLE;1;2;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;ENGENHARIA DE PRODUÇÃO;FLEX 8;60;1049,83;62989,8;62;ENGENHARIA DE PRODUÇÃO;100;ENGENHARIA;GRA-ENG-POL-FLE;1;2;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;ENGENHARIA ELÉTRICA;FLEX 8;60;1033,17;61990,2;62;ENGENHARIA ELÉTRICA;100;ENGENHARIA;GRA-ENG-POL-FLE;1;2;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;ENGENHARIA MECÂNICA;FLEX 8;60;1033,17;61990,2;62;ENGENHARIA MECÂNICA;100;ENGENHARIA;GRA-ENG-POL-FLE;1;2;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;FARMÁCIA;FLEX 8;60;849,83;50989,8;70;FARMÁCIA;139;FARMÁCIA;GRA-FAR-POL-FLE;1;4;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;RADIOLOGIA;FLEX 8;36;666,5;23994;194;RADIOLOGIA;388;RADIOLOGIA;GRA-RAD-POL-FLE;1;4;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;CIÊNCIAS BIOLÓGICAS;FLEX 8;48;449,83;21591,84;21;CIÊNCIAS BIOLÓGICAS;24;BIOLOGIA;GRA-CIÊ-POL-FLE;1;3;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;ESTÉTICA E COSMÉTICA;FLEX 8;30;766,5;22995;64;ESTÉTICA E COSMÉTICA;129;ESTÉTICA;GRA-EST-POL-FLE;1;4;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;AUTOMAÇÃO INDUSTRIAL;FLEX 8;48;783,17;37592,16;16;AUTOMAÇÃO INDUSTRIAL;18;AUTOMAÇÃO;GRA-AUT-POL-FLE;1;2;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;FÍSICA;FLEX 8;48;433,17;20792,16;73;FÍSICA;144;FÍSICA;GRA-FÍS-POL-FLE;1;1;189;;;"";"";
GRADUAÇÃO;ESTÁCIO;491;POLO PORTO GRANDE - AP;20505;QUÍMICA;FLEX 8;48;433,17;20792,16;403;QUÍMICA;381;QUÍMICA;GRA-QUÍ-POL-FLE;1;1;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PORTO NACIONAL - CENTRO - TO;20506;ADMINISTRAÇÃO PÚBLICA;EAD - Ensino à Distância;48;463,33;22239,84;1;ADMINISTRAÇÃO PÚBLICA;1;ADMINISTRAÇÃO DE EMPRESAS;GRA-ADM-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PORTO NACIONAL - CENTRO - TO;20506;COMÉRCIO EXTERIOR;EAD - Ensino à Distância;24;377,5;9060;33;COMÉRCIO EXTERIOR;50;COMÉRCIO EXTERIOR;GRA-COM-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PORTO NACIONAL - CENTRO - TO;20506;GESTÃO DE SEGURANÇA PRIVADA;EAD - Ensino à Distância;24;377,5;9060;205;GESTÃO DE SEGURANÇA PRIVADA;404;SEGURANÇA PRIVADA;GRA-GES-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PORTO NACIONAL - CENTRO - TO;20506;GESTÃO PÚBLICA;EAD - Ensino à Distância;24;377,5;9060;123;GESTÃO PÚBLICA;223;GESTÃO PÚBLICA;GRA-GES-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PORTO NACIONAL - CENTRO - TO;20506;INVESTIGAÇÃO FORENSE E PERÍCIA CRIMINAL;EAD - Ensino à Distância;30;377,5;11325;293;INVESTIGAÇÃO FORENSE E PERÍCIA CRIMINAL;631;TOXICOLOGIA FORENSE;GRA-INV-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PORTO NACIONAL - CENTRO - TO;20506;MEDIAÇÃO;EAD - Ensino à Distância;30;377,5;11325;39;MEDIAÇÃO;56;COMUNICAÇÃO SOCIAL;GRA-MED-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PORTO NACIONAL - CENTRO - TO;20506;RELAÇÕES INTERNACIONAIS;EAD - Ensino à Distância;48;463,33;22239,84;197;RELAÇÕES INTERNACIONAIS;392;RELAÇÕES INTERNACIONAIS;GRA-REL-POL-EAD;1;6;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PORTO NACIONAL - CENTRO - TO;20506;COMUNICAÇÃO INSTITUCIONAL;EAD - Ensino à Distância;24;377,5;9060;37;COMUNICAÇÃO INSTITUCIONAL;55;COMUNICAÇÃO INSTITUCIONAL;GRA-COM-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PORTO NACIONAL - CENTRO - TO;20506;COZINHA CONTEMPORÂNEA;EAD - Ensino à Distância;24;686,5;16476;79;COZINHA CONTEMPORÂNEA;149;GASTRONOMIA;GRA-COZ-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PORTO NACIONAL - CENTRO - TO;20506;GESTÃO DE TURISMO;EAD - Ensino à Distância;24;377,5;9060;107;GESTÃO DE TURISMO;195;GESTÃO DE TURISMO;GRA-GES-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PORTO NACIONAL - CENTRO - TO;20506;JORNALISMO;EAD - Ensino à Distância;48;463,33;22239,84;132;JORNALISMO;259;JORNALISMO;GRA-JOR-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PORTO NACIONAL - CENTRO - TO;20506;PUBLICIDADE E PROPAGANDA;EAD - Ensino à Distância;48;463,33;22239,84;189;PUBLICIDADE E PROPAGANDA;380;PUBLICIDADE E PROPAGANDA;GRA-PUB-POL-EAD;1;7;189;;;"";"";
GRADUAÇÃO;FACULDADE ESTÁCIO DE RIB PRETO;1149;POLO PORTO NACIONAL - CENTRO - TO;20506;ARTES VISUAIS;EAD - Ensino à Distância;48;411,83;19767,84;12;ARTES VISUAIS;16;ARTES VISUAIS;GRA-ART-POL-EAD;1;8;189;;;"";"";
